CUSTOMER_ID,NAME,EMAIL,PHONE,CITY,COUNTRY,ORDER_ID,CUSTOMER_ID,BOOK_ID,ORDER_DATE,QUANTITY,TOTAL_AMOUNT
24,"Christina Mitchell",justin67@yahoo.com,1234567914,Bridgestown,"Trinidad and Tobago",57,24,34,2024-12-02,2,32.98
329,"Miguel Jacobs",morgangeorge@buck.com,1234568219,Marshallbury,Estonia,58,329,369,2024-12-02,7,158.55
225,"Christopher Mccullough",kcarlson@yahoo.com,1234568115,"Port Amandahaven",Jersey,59,225,188,2023-02-11,7,140.98
404,"Lisa Duran",christina28@espinoza.com,1234568294,"Lake Tyler",Korea,60,404,49,2023-04-26,9,445.50
405,"Julie Smith",knightmonica@krueger-hamilton.biz,1234568295,Freemanland,Vanuatu,61,405,361,2024-07-02,5,198.75
364,"Carrie Perez",chelsea23@gillespie-walker.com,1234568254,Kennethland,Hungary,62,364,324,2024-04-06,5,230.40
16,"Stacey Flores",jackjackson@hotmail.com,1234567906,"East Michaelfurt","Saint Helena",63,16,469,2024-04-13,9,209.25
348,"Matthew Gardner",wayne40@wilkerson.com,1234568238,Gentryfort,Mozambique,64,348,160,2024-07-19,10,344.80
54,"Rachel Jones",bmedina@hotmail.com,1234567944,Brendafurt,"Central African Republic",65,54,198,2023-05-06,9,201.42
180,"Robert Pearson",jamie14@yahoo.com,1234568070,"New Robertoshire",Niger,66,180,323,2023-09-08,8,286.64
260,"Kathryn Fitzgerald",jenniferodom@gmail.com,1234568150,"West Maria",Swaziland,67,260,129,2023-04-20,9,366.66
246,"Jeffery Lewis",marytorres@wolfe.biz,1234568136,Angelastad,"Dominican Republic",68,246,319,2023-03-21,10,426.10
261,"David Donovan",dguzman@hall-gentry.com,1234568151,"West Justin","Slovakia (Slovak Republic)",69,261,109,2024-03-23,4,34.16
49,"Anne Dean",katrinaedwards@anderson.org,1234567939,Jonathanberg,"Heard Island and McDonald Islands",70,49,447,2023-05-29,6,217.50
500,"James York",maydavid@maldonado.org,1234568390,"Port Angela",Moldova,71,500,438,2024-06-11,8,267.12
461,"Crystal Pierce",webbteresa@gutierrez-garcia.com,1234568351,"Port Davidhaven",Denmark,74,461,132,2023-04-08,10,204.60
291,"Jennifer Crosby",fmiller@yahoo.com,1234568181,Alanton,"Russian Federation",75,291,375,2023-11-30,5,170.75
470,"Mary Vasquez DDS",kmullins@crawford.com,1234568360,"Lake Melissa",Turkey,76,470,466,2024-09-02,10,371.70
497,"Shane Klein",murphytheodore@rodriguez-lopez.biz,1234568387,"West Billymouth","Cote d'Ivoire",77,497,242,2024-03-20,7,236.53
44,"Alexis Gallegos",craig42@smith-carroll.com,1234567934,Conniefort,Lesotho,78,44,196,2024-07-23,5,33.45
134,"Nichole Velez",brenda93@gmail.com,1234568024,Keithberg,Uruguay,79,134,28,2023-10-06,2,75.02
265,"Cassandra Cole",mckenziealfred@gmail.com,1234568155,"Port Erinberg",Iraq,80,265,17,2023-06-04,8,42.96
383,"Tiffany Roth",jbowen@gmail.com,1234568273,"South Deborah","Saint Martin",81,383,325,2024-02-13,5,202.00
413,"Steven Brown",katherine84@hodges.com,1234568303,Elliottfort,Cameroon,82,413,387,2023-03-08,5,237.10
457,"Kim Turner",jennifer45@weiss-perry.com,1234568347,"South Rachelview",Cambodia,83,457,335,2024-01-16,8,378.32
280,"Robert Perkins",drangel@gmail.com,1234568170,"New Ronaldbury",Greenland,84,280,49,2024-07-05,6,297.00
75,"Carla Webb",jennifer35@mann.biz,1234567965,Jasonmouth,Gabon,85,75,31,2023-03-14,9,191.07
361,"Joseph Davis",hendricksaustin@gmail.com,1234568251,Carolyntown,Panama,86,361,441,2024-04-28,3,122.16
167,"Justin Spencer",michaelsnyder@gmail.com,1234568057,Christopherchester,"South Africa",87,167,435,2024-07-11,2,55.52
126,"Bonnie Mcdonald",david81@shelton.com,1234568016,"South Dianafurt",Myanmar,88,126,262,2023-04-16,5,105.10
305,"Jeremy Pena",kmontgomery@carroll.info,1234568195,Perrytown,"New Caledonia",89,305,113,2024-08-06,2,12.76
457,"Kim Turner",jennifer45@weiss-perry.com,1234568347,"South Rachelview",Cambodia,90,457,137,2023-12-23,6,157.98
226,"Kevin Collins",smithclinton@goodman-jackson.com,1234568116,Thomaschester,"San Marino",91,226,142,2024-10-13,10,489.60
329,"Miguel Jacobs",morgangeorge@buck.com,1234568219,Marshallbury,Estonia,92,329,325,2023-02-24,5,202.00
366,"Kurt Greer",burkekathryn@hotmail.com,1234568256,"East Stephaniefort",India,93,366,427,2024-10-23,3,54.00
136,"Samantha Callahan",billysmith@yahoo.com,1234568026,Popeberg,Anguilla,94,136,88,2024-07-06,6,241.32
456,"Stacy Mendoza",mccarthycathy@gmail.com,1234568346,Pamelaland,"New Zealand",96,456,336,2023-08-09,8,192.64
408,"Crystal Miller",jose68@vasquez.org,1234568298,Sheltonton,Cuba,97,408,221,2023-07-15,10,248.10
166,"John Delacruz",dhurley@walsh.biz,1234568056,"Port Timothy",Monaco,99,166,250,2023-04-20,3,37.95
295,"Paul Morales",qsmith@hotmail.com,1234568185,Gonzalestown,Vietnam,102,295,300,2023-05-10,9,241.83
103,"Ashley Castro",watsonmolly@yahoo.com,1234567993,Leeport,Swaziland,103,103,21,2024-02-07,3,141.39
182,"Randy Oliver",robbinsmicheal@cox.com,1234568072,Adrianafort,Sudan,104,182,316,2024-01-18,9,79.29
125,"Rebecca Perez",udavis@patton.com,1234568015,Michelleview,"Sri Lanka",105,125,306,2022-12-20,2,87.84
334,"Amy Hahn",wangjason@gmail.com,1234568224,"North Tannerville",Serbia,106,334,449,2023-10-07,3,120.51
10,"Ronald Osborn",staciekelley@heath.com,1234567900,"Lake Benjamin",Cameroon,107,10,330,2024-10-20,6,192.12
281,"Jennifer Booker",idiaz@hotmail.com,1234568171,Katietown,Malawi,108,281,430,2024-05-25,6,71.40
486,"Melanie Kelly",eric02@johnson.com,1234568376,"East Karenmouth",Ukraine,109,486,368,2024-11-19,2,89.20
174,"Jonathon Strickland",ryan10@yahoo.com,1234568064,Bakerton,Dominica,111,174,450,2024-08-25,7,320.25
309,"Scott Lee",talexander@hotmail.com,1234568199,"East Tracystad","United States Minor Outlying Islands",112,309,403,2022-12-28,2,30.02
80,"Joy Fisher",kentchristian@gmail.com,1234567970,"West Rogerview",Tuvalu,113,80,255,2024-02-18,3,73.53
362,"Darren Taylor",davisrebecca@webb.org,1234568252,"Lake Kristen",Guinea,114,362,210,2024-02-24,3,122.79
321,"Charlene Arroyo",edowns@holmes-adams.org,1234568211,Wilsonstad,Slovenia,115,321,136,2024-09-23,8,79.12
280,"Robert Perkins",drangel@gmail.com,1234568170,"New Ronaldbury",Greenland,116,280,447,2024-02-27,5,181.25
385,"Kenneth Cohen",jacquelinelee@yahoo.com,1234568275,Robinmouth,Burundi,117,385,52,2023-01-24,7,115.71
37,"Ryan Lara",benjamin38@thompson-adams.net,1234567927,"Port Jameschester",Chad,118,37,189,2023-01-14,3,40.95
328,"Russell Thompson",moorewilliam@hughes.biz,1234568218,Hallshire,"Holy See (Vatican City State)",119,328,148,2023-09-24,3,36.75
27,"Debbie Sampson",collin21@hotmail.com,1234567917,Christopherburgh,Bahamas,121,27,63,2024-03-28,6,134.28
136,"Samantha Callahan",billysmith@yahoo.com,1234568026,Popeberg,Anguilla,122,136,56,2023-02-19,6,47.22
495,"Patrick Rivera",donaldmadden@hotmail.com,1234568385,"Lake Elizabethborough",Comoros,123,495,437,2024-03-10,5,221.45
272,"Carl Smith",davidandrade@gmail.com,1234568162,"Lake Samantha",Algeria,124,272,122,2024-05-17,10,307.50
196,"Sean Brooks",james06@yahoo.com,1234568086,Phillipsbury,Cyprus,125,196,43,2024-06-05,4,189.56
88,"Gregory Joseph",kimangela@yahoo.com,1234567978,Fletcherview,Algeria,126,88,492,2023-12-08,2,88.14
267,"Timothy Simon",april69@vazquez.com,1234568157,"New Jennifer",Algeria,127,267,295,2024-08-24,7,200.62
197,"Patrick Henderson",ivelasquez@best-carey.com,1234568087,"East Amandaport","Lao People's Democratic Republic",128,197,345,2024-09-17,6,155.34
16,"Stacey Flores",jackjackson@hotmail.com,1234567906,"East Michaelfurt","Saint Helena",131,16,1,2024-05-27,3,64.02
469,"Kimberly Vega",psmith@yahoo.com,1234568359,Daniellestad,"Svalbard & Jan Mayen Islands",132,469,333,2023-11-22,7,194.32
232,"Kelli Bishop",xmiller@gmail.com,1234568122,"Port Jasonview",Jersey,133,232,458,2023-03-13,4,149.12
94,"Mr. David Cox",millermichael@gmail.com,1234567984,"West Anthony","New Zealand",134,94,222,2023-04-02,7,207.13
174,"Jonathon Strickland",ryan10@yahoo.com,1234568064,Bakerton,Dominica,135,174,99,2024-01-24,10,469.30
165,"John Clark",wcunningham@gmail.com,1234568055,"New Michael","Svalbard & Jan Mayen Islands",136,165,70,2023-12-31,4,93.80
474,"Anthony Young",rogersbill@gmail.com,1234568364,"East Chelsea","Cook Islands",137,474,471,2023-11-25,8,363.04
59,"Andrew Collins",msanchez@king.net,1234567949,"West Sheri",Guatemala,138,59,362,2023-12-02,3,88.29
189,"Jason Bell",williambrown@hotmail.com,1234568079,Taylorfurt,Somalia,139,189,26,2024-05-31,9,189.45
107,"Amy Hunt",emilybecker@perkins.com,1234567997,Ericborough,Aruba,141,107,352,2023-05-05,10,60.10
107,"Amy Hunt",emilybecker@perkins.com,1234567997,Ericborough,Aruba,142,107,434,2024-04-08,2,91.16
443,"Vincent Cummings",daviskyle@hotmail.com,1234568333,Stacymouth,Monaco,143,443,201,2023-10-04,7,260.75
432,"Ruth Mckay",patricia65@yahoo.com,1234568322,Cochranshire,Jordan,144,432,179,2024-11-10,2,96.42
340,"Ryan Howard",psmith@adams.com,1234568230,"New Taylorstad",Myanmar,145,340,477,2024-09-10,8,221.68
394,"David Hale",ledwards@hotmail.com,1234568284,Richardburgh,Greece,146,394,404,2024-04-07,4,62.60
277,"David Collins",nicholasdean@foster-hall.org,1234568167,"South Victoriaport",Liechtenstein,147,277,285,2024-10-08,5,138.25
39,"Tonya Arnold",aprice@hotmail.com,1234567929,Nelsonmouth,Japan,149,39,56,2024-11-28,4,31.48
389,"Allison Hawkins",lnash@bates-greene.com,1234568279,"Lake Patrick",Bhutan,150,389,135,2024-01-01,10,151.30
361,"Joseph Davis",hendricksaustin@gmail.com,1234568251,Carolyntown,Panama,151,361,288,2024-08-27,7,195.37
377,"Darrell Khan",anna59@hall.com,1234568267,Austinfort,Montenegro,152,377,213,2023-10-27,5,33.95
484,"Christine Burton",hawkinstiffany@hotmail.com,1234568374,Richardsonbury,Latvia,153,484,370,2024-02-19,2,87.82
378,"Anthony Kane",dana95@yahoo.com,1234568268,"Port Josephmouth",Congo,154,378,391,2023-10-12,5,167.10
191,"Natasha Owens",xpreston@yahoo.com,1234568081,Bradleyburgh,Tonga,155,191,397,2024-01-21,6,168.90
176,"Sandra Booker",williamjenkins@gmail.com,1234568066,Matthewport,Uruguay,156,176,66,2024-05-27,5,141.45
166,"John Delacruz",dhurley@walsh.biz,1234568056,"Port Timothy",Monaco,157,166,245,2024-05-24,10,160.60
183,"Jeffrey Howard",ramirezcaroline@weeks.info,1234568073,"New Kylefurt","Saint Martin",158,183,225,2023-07-04,3,108.12
174,"Jonathon Strickland",ryan10@yahoo.com,1234568064,Bakerton,Dominica,159,174,51,2024-09-11,3,138.90
255,"Vincent Duncan",kristi92@gmail.com,1234568145,Moodyville,China,160,255,85,2023-03-27,3,58.29
227,"Jeffery Zimmerman",michaelbell@miranda-thomas.info,1234568117,"West Robertport",Indonesia,161,227,42,2024-01-13,5,241.75
295,"Paul Morales",qsmith@hotmail.com,1234568185,Gonzalestown,Vietnam,162,295,298,2023-05-21,7,326.62
207,"Sarah Williams",dorseymichael@garcia-smith.com,1234568097,Barbarahaven,"United Kingdom",163,207,384,2023-11-23,3,101.76
467,"Anna Green",tony39@hotmail.com,1234568357,"East Jennifertown","New Caledonia",164,467,184,2024-06-27,9,47.25
382,"Tara Duncan",parkscaleb@gmail.com,1234568272,"Port Anthonyland",Australia,165,382,362,2024-09-23,6,176.58
272,"Carl Smith",davidandrade@gmail.com,1234568162,"Lake Samantha",Algeria,166,272,486,2023-09-17,6,114.78
168,"Ashley Larsen",daniellewilliams@stone-moore.com,1234568058,"Port Aaronstad","Papua New Guinea",167,168,442,2024-11-24,3,145.44
324,"Larry Adams",lorimoses@james.com,1234568214,"Lake Julieborough",Cuba,168,324,36,2023-01-11,10,345.10
81,"Matthew Hall",patrick24@hotmail.com,1234567971,"Lake Zachary",Suriname,169,81,415,2024-02-04,10,295.10
121,"Ashley Hernandez",wfrey@sosa.info,1234568011,Jenniferfurt,Japan,170,121,77,2023-05-06,10,442.80
364,"Carrie Perez",chelsea23@gillespie-walker.com,1234568254,Kennethland,Hungary,171,364,397,2023-01-12,10,281.50
399,"Daniel Andrews",joneschristine@gmail.com,1234568289,"East Timothy",Micronesia,173,399,61,2023-07-01,5,205.25
34,"Ryan Love",joseph37@gmail.com,1234567924,Leestad,Anguilla,174,34,29,2023-12-17,4,124.48
86,"Molly Robinson",rebeccataylor@mcbride.info,1234567976,"South Kathleen",Cuba,176,86,479,2023-09-19,6,229.62
378,"Anthony Kane",dana95@yahoo.com,1234568268,"Port Josephmouth",Congo,177,378,121,2024-08-21,3,127.41
70,"Laura Duarte",jimenezchristine@dickson.com,1234567960,"West Kimberlyhaven",Finland,178,70,298,2023-05-03,10,466.60
325,"Emily Vargas",lklein@gmail.com,1234568215,Aguilarside,Tonga,179,325,52,2023-02-01,9,148.77
460,"Jasmine Garner",dukebrandon@hotmail.com,1234568350,"North Kimberlyland",Croatia,180,460,227,2023-01-20,7,267.19
8,"Matthew Johnson",austinkenneth@manning.net,1234567898,Kirstenborough,Israel,181,8,117,2023-01-18,3,44.61
129,"Carolyn Perez",singhsarah@gmail.com,1234568019,Adkinsview,Macedonia,182,129,293,2023-11-01,7,125.51
474,"Anthony Young",rogersbill@gmail.com,1234568364,"East Chelsea","Cook Islands",184,474,88,2024-04-30,2,80.44
15,"Vanessa Gaines",tbullock@gmail.com,1234567905,Rodriguezmouth,"Wallis and Futuna",185,15,25,2023-03-09,6,51.30
167,"Justin Spencer",michaelsnyder@gmail.com,1234568057,Christopherchester,"South Africa",186,167,120,2023-04-03,7,336.21
107,"Amy Hunt",emilybecker@perkins.com,1234567997,Ericborough,Aruba,189,107,240,2024-07-11,6,299.40
240,"Paul Waters",kyle55@thomas.org,1234568130,Amandamouth,Fiji,190,240,273,2024-07-02,4,49.72
144,"Austin Shea",christopherhart@davis.com,1234568034,"Port Jeffreybury","San Marino",192,144,380,2024-06-24,2,26.34
474,"Anthony Young",rogersbill@gmail.com,1234568364,"East Chelsea","Cook Islands",193,474,36,2023-03-31,7,241.57
463,"Brandon Dunn",martinezdarren@hotmail.com,1234568353,"East Lindsey","Saint Kitts and Nevis",194,463,340,2024-11-04,5,249.90
437,"Cynthia Cooper",russellpriscilla@gmail.com,1234568327,Wrightfurt,Philippines,195,437,241,2023-07-17,2,28.12
214,"Alexander Scott",amypierce@hotmail.com,1234568104,Matthewfurt,"El Salvador",196,214,468,2023-04-03,7,214.13
256,"Denise Hall",stephenthompson@yoder-pearson.com,1234568146,"East Wyattchester",Mauritius,197,256,32,2024-05-25,10,215.60
429,"Rhonda Norton",crystalnoble@gmail.com,1234568319,"South Timothy",Tajikistan,199,429,18,2024-09-30,10,394.70
67,"Denise Chapman",andrew13@pacheco-hughes.com,1234567957,Garcialand,"Cote d'Ivoire",201,67,463,2023-10-11,4,47.96
137,"Steven Miller",tsummers@yahoo.com,1234568027,"North Keith","Papua New Guinea",202,137,69,2023-12-17,8,70.32
116,"Joshua Rodriguez",melissa54@gmail.com,1234568006,Charleston,"Palestinian Territory",203,116,110,2023-12-27,4,120.60
47,"Debra Park",dawnmyers@munoz-ayala.com,1234567937,Phillipsmouth,"Isle of Man",204,47,427,2023-05-26,3,54.00
279,"Susan Hughes",efuller@williams-johnson.biz,1234568169,"New Julieville",Estonia,205,279,457,2023-03-21,2,56.44
13,"Kristine Kim",sarahwilliams@hotmail.com,1234567903,"Lake Robert",Nigeria,208,13,101,2024-05-21,6,290.94
346,"Julie Mcintyre",dmcintyre@luna.com,1234568236,"West Dakotaport","Heard Island and McDonald Islands",209,346,449,2024-01-03,10,401.70
287,"Kayla Novak",normanlane@gmail.com,1234568177,"New Monicastad",Comoros,210,287,223,2023-10-14,6,39.12
397,"Catherine Wilkins",nathanielrogers@yahoo.com,1234568287,Mendezburgh,Australia,211,397,209,2024-01-17,10,486.70
244,"Jennifer Parrish",nfoster@yahoo.com,1234568134,"East Monique",Botswana,212,244,300,2024-04-20,2,53.74
325,"Emily Vargas",lklein@gmail.com,1234568215,Aguilarside,Tonga,213,325,447,2023-11-17,7,253.75
103,"Ashley Castro",watsonmolly@yahoo.com,1234567993,Leeport,Swaziland,214,103,114,2024-09-04,7,50.96
461,"Crystal Pierce",webbteresa@gutierrez-garcia.com,1234568351,"Port Davidhaven",Denmark,215,461,138,2023-08-17,8,198.16
104,"Anthony Ortiz",amartinez@gmail.com,1234567994,Michaelfort,Nicaragua,216,104,428,2024-02-28,4,90.92
414,"Harold Burns",gregorynielsen@johnson.com,1234568304,"Lake Hannahton",Tonga,217,414,142,2022-12-28,2,97.92
364,"Carrie Perez",chelsea23@gillespie-walker.com,1234568254,Kennethland,Hungary,218,364,47,2024-02-13,8,162.96
186,"Kimberly Gallagher",derek84@hotmail.com,1234568076,"West Steven",Netherlands,219,186,157,2024-02-11,9,172.53
353,"Michael Reese",vargasdylan@stark-hicks.biz,1234568243,Jaclynfurt,"Saint Martin",221,353,219,2023-09-10,5,104.50
331,"Megan Martin",fosterjames@anderson.biz,1234568221,"Port Christianberg",Peru,222,331,157,2023-09-19,10,191.70
213,"Joshua Page",robertwiggins@gmail.com,1234568103,"East Kyle",Bangladesh,223,213,31,2022-12-17,10,212.30
384,"Thomas Garcia",davidvelez@romero-marsh.com,1234568274,Michaelview,"Sri Lanka",224,384,90,2024-07-19,4,66.24
272,"Carl Smith",davidandrade@gmail.com,1234568162,"Lake Samantha",Algeria,225,272,115,2023-06-08,4,112.48
437,"Cynthia Cooper",russellpriscilla@gmail.com,1234568327,Wrightfurt,Philippines,226,437,35,2024-01-25,9,286.29
461,"Crystal Pierce",webbteresa@gutierrez-garcia.com,1234568351,"Port Davidhaven",Denmark,227,461,308,2023-05-04,8,166.00
400,"Heather Ward",doris54@hotmail.com,1234568290,Robertsview,Panama,228,400,104,2024-06-07,3,31.68
82,"Shaun Fernandez",greenmichael@hotmail.com,1234567972,Wrightburgh,Malaysia,229,82,482,2024-02-09,7,223.72
307,"Beth Mcguire",lisa66@hotmail.com,1234568197,"New Katherine",Paraguay,230,307,241,2023-09-10,7,98.42
220,"Jasmin Sullivan",randalllowery@yahoo.com,1234568110,Ellistown,"Equatorial Guinea",232,220,229,2024-07-26,5,102.30
403,"Heather Thomas",laura69@cohen.com,1234568293,"New Michaelview",Turkmenistan,233,403,181,2024-04-28,7,271.11
149,"Jason Robinson",masonzachary@gmail.com,1234568039,Victoriafurt,"French Guiana",234,149,11,2024-11-21,5,179.75
419,"James Harrison",sarah23@yahoo.com,1234568309,Dominguezstad,"Saint Martin",235,419,459,2024-11-12,3,107.31
375,"Robert Short",guerraedward@irwin.net,1234568265,"South John",Switzerland,236,375,265,2024-11-04,9,419.40
47,"Debra Park",dawnmyers@munoz-ayala.com,1234567937,Phillipsmouth,"Isle of Man",237,47,199,2023-08-15,7,299.67
134,"Nichole Velez",brenda93@gmail.com,1234568024,Keithberg,Uruguay,238,134,280,2024-02-26,6,100.68
132,"Angela Maynard",millerjason@yahoo.com,1234568022,Milesmouth,India,239,132,307,2023-09-19,5,72.15
457,"Kim Turner",jennifer45@weiss-perry.com,1234568347,"South Rachelview",Cambodia,240,457,492,2023-05-30,10,440.70
119,"Alyssa Cuevas",hholland@gmail.com,1234568009,"Lake Victormouth",Serbia,241,119,69,2024-07-08,6,52.74
416,"Lisa Tucker",sarah27@hotmail.com,1234568306,"Port Trevorchester",Jamaica,242,416,410,2023-06-15,9,398.97
82,"Shaun Fernandez",greenmichael@hotmail.com,1234567972,Wrightburgh,Malaysia,243,82,350,2024-08-02,10,316.70
12,"Jennifer Murray",wilsonbrittany@hotmail.com,1234567902,"South Ashleychester",Zimbabwe,244,12,380,2024-10-28,3,39.51
386,"Pamela Gordon",mandy28@thomas-white.com,1234568276,"East Richardburgh",Yemen,245,386,97,2023-11-01,9,411.66
401,"Jason Parker",johnsimpson@hotmail.com,1234568291,Danielview,Bangladesh,246,401,415,2024-11-14,2,59.02
77,"Jason Villegas",thomas00@stewart.com,1234567967,Fieldsland,Senegal,247,77,142,2024-03-07,10,489.60
312,"Patricia Hughes",colleen51@king.com,1234568202,Pennyland,Denmark,248,312,285,2023-09-09,9,248.85
131,"Peter Smith",wmorales@miller.com,1234568021,"North Carolyn",Jersey,249,131,189,2023-01-15,8,109.20
63,"Manuel Lewis",alicia70@hotmail.com,1234567953,Brendatown,"Heard Island and McDonald Islands",250,63,65,2023-09-16,9,204.30
109,"Jacob Kelley",qbarber@shelton.org,1234567999,Ravenberg,Macao,251,109,490,2023-12-12,2,25.76
405,"Julie Smith",knightmonica@krueger-hamilton.biz,1234568295,Freemanland,Vanuatu,252,405,387,2023-11-15,5,237.10
